name;description;category;tags;creationyear;address;postcode;city;geo_point_2d;url;twitter;googleplus;facebook
Nuxeo;Nuxeo propose une plateforme de gestion de contenus open source, modulaire et extensible, et des applications packagées de GED, DAM et case management.;Entreprise;"opensource;CMS;ged";2001;110 rue des Poissonniers;75018;Paris;48.893959, 2.35278;http://www.nuxeo.com;nuxeoFR;https://plus.google.com/+nuxeo;https://www.facebook.com/Nuxeo
Cinemur;Cinemur est une plateforme communautaire, web et mobile, pour trouver les meilleurs films à voir entre amis, au cinéma et à la télévision.;Entreprise;"films;cinema";2011;35 rue de Châteaudun;75009;Paris;48.87611, 2.3365;http://www.cinemur.fr;cinemur;;https://www.facebook.com/cinemurapp
Obad;Our teamworking is a synergy between technological skills & marketing expertise in order to actively support our customer portfolio by introducing diverse approaches and perspectives with non intrusive mobile marketing solutions:;Entreprise;ambition-pme;2007;27 rue Nicolo;75016;Paris;48.8593352, 2.2795323;http://www.obad360.com;;;
Intellego;Site communautaire d'entraide scolaire. Membre de seineouestdigital.fr;Entreprise;;2006;198 avenue de Verdun;92130;Issy les moulineaux;48.818617105, 2.245215065;http://www.intellego.fr/;;;
Aquafadas;Aquafadas développe des solutions pour l'édition numérique sur tablettes, smartphones, et des logiciels de création de contenus en Flash et HTML5, ainsi que pour la photo et l'édition de vidéo.;Entreprise;"edition;bandedessinnee;mobile";2006;128 rue de Charenton;75012;Paris;48.846161, 2.37943;http://www.aquafadas.com;aquafadas;;https://www.facebook.com/Aquafadas
Intel Corporation SAS;;Entreprise;"energie;ocds";1985;Les Montalets, 2, rue de Paris;92196;Meudon Cedex;48.8173315, 2.2443203;;;;
Aricad;AriCad a développé des méthodes et des outils informatiques permettant l'exploitation totale des logiciels dans le but d'automatiser les tâches redondantes des projets d'études.;Entreprise;ocds;1987;4, avenue des Trois Peuples;78180;Montigny-Le-Bretonneux;48.773613, 2.0163014;http://www.aricad.fr;;;
Dataiku;Dataiku provides an integrated platform with statistics, machine learning and visualization capabilities that can host your data project, whether small or big.;Entreprise;opensource;2013;39 rue Sedaine;75011;Paris;48.856932, 2.3743614;http://www.dataiku.com;;;
Lydia Solutions;LYDIA est une application qui permet d'envoyer et de recevoir de l'argent, en un instant, avec son téléphone portable. A distance ou en face à face, LYDIA simplifie les échanges d'argent, pour les particuliers comme pour les professionnels.;Entreprise;;2012;92 rue de Clery 75002 Paris;;;48.86942304, 2.35107871;http://www.lydia-app.com;applydia;;https://www.facebook.com/lydiaapp
Augmented Magic;la Magie Augmentée, C’est le point de rencontre entre l’art de la magie et les technologies digitales. Nos réalisations de Magie Augmentées sont présentées dans le monde entier (spectacle & installation magique).\\\\\\\\nwww.augmented-magic.com;Entreprise;;2013;198 rue de noisy le sec 93170 Bagnolet;;;48.87706452, 2.41927603;http://www.augmented-magic.com;moulla_am;;https://www.facebook.com/Moulla.fr
Iris Capital Management;;Entreprise;Investisseur;1999;62 rue Pierre Charron;75008;Paris;48.8696467, 2.3036169;;;;
La Ruche;La Ruche est un espace collectif de travail et de création pour entreprendre autrement : il est ouvert à toute personne proposant une réponse innovante à un défi social ou écologique.;Tiers-lieu;"coworking;ess";2008;84 quai de Jemappes;75010;Paris;48.872391, 2.36488;http://www.la-ruche.net;HappyRuche;;https://www.facebook.com/pages/La-Ruche-Paris/156399354385775
UniShared;UniShared est une plateforme de prise de notes collaborative qui s'appuie sur Google Drive.;Entreprise;"notes;collaboration;googledrive";2011;84 avenue de la République;75011;Paris;48.864281, 2.37971;http://www.unishared.com;UniShared;https://plus.google.com/116892219445549110974;https://www.facebook.com/unishared
Europa-Apps;Europa-Apps est une maison d’édition pour enfants dédiée à tous les nouveaux supports numériques et en particulier l’iPad et les Smartphones.;Entreprise;"edition;mobile;enfants";2011;2 rue Saint-Médard;75005;Paris;48.843559, 2.35122;http://www.europa-apps.com;EuropaApps;;https://www.facebook.com/EuropaApps
EPITECH;L'Ecole Pour l'informatique et les nouvelles TECHnologies est une école d'ingénieurs en informatique qui forme des experts en innovation grâce à un modèle d'enseignement par projet.;École;"ingenieur;informatique;developpeur";1999;24 rue Pasteur;94270;Le Kremlin Bicêtre;48.815399, 2.36309;http://www.epitech.eu;epitech;;https://www.facebook.com/epitech
StreetPress;StreetPress est un site d'information pure player pour les 20-35 ans avec des news fraîches du jour et des reportages au long cours dedans.;Entreprise;"pressedigitale;pureplayer;media";2009;39 quai de la Loire;75019;Paris;48.88734, 2.37878;http://www.streetpress.com;streetpress;;https://www.facebook.com/StreetPress
Exalead;Exalead est un éditeur de logiciels spécialisé dans la fourniture d'infrastructures industrielles de traitement de l'information.;Entreprise;moteurderecherche;2000;10 place de la Madeleine;75008;Paris;48.869129, 2.32463;http://www.exalead.com;;;
Massiverand;MassiveRand, commercialise des solutions de sécurisation des transactions en ligne basées sur une approche innovante de la génération de nombres aléatoires utilisés dans les domaines de la défense, de la sécurité nationale et des jeux en ligne.;Entreprise;ocds;2010;62 avenue Pierre Grenier;92100;Boulogne-Billancourt;48.8331425, 2.2539177;http://www.massiverand.com;;;
Sush.io;Sush.io est une application qui permet de créer des tableaux de bord de visualisation de données.;Entreprise;"data;dashboard;dataviz";2012;14 rue Soleillet;75020;Paris;48.865749, 2.39198;http://www.sush.io;;;
Wisaforce;Wisaforce est un éditeur de solutions pour les centres de contact clients qui aide les sociétés à optimiser la performance de leur site web en s’appuyant sur des fonctionnalités d’assistance en temps réel.;Entreprise;"crm;live";2008;15 rue Jean-Baptiste Berlier;75013;Paris;48.825661, 2.3835;http://www.wisaforce.com;WISAFORCE;;http://www.facebook.com/pages/Wisaforce/134993029898432
Supmeca;Ecole d'ingénieurs;École;ocds;1948;3 rue Fernand Hainaut;93407;Saint-Ouen;48.9192741, 2.3327821;;;;
Archos;Archos est un fabricant d'appareils mobiles : tablettes, smartphones, lecteurs MP3/4 et liseuses.;Entreprise;"equipement;mobile";1998;12 rue Ampère;91440;Igny;48.729672, 2.235331;http://www.archos.com;ARCHOSNews;;https://www.facebook.com/Archosworldwide
Skeelbox;Skeelbox est une agence de conseil et de stratégie ecommerce.;Prestataire;"conseil;strategie;ecommerce";2012;82 rue d'Hauteville;75010;Paris;48.876446, 2.351271;http://www.skeelbox.com;skeelbox;;https://www.facebook.com/Skeelbox
Kiolis;Kiolis est une entreprise d’informatique spécialisée dans l’édition de logiciels de personnalisation : publication dynamique de contenus et moteurs de recommandation.;Entreprise;"informatique;personnalisation;semantique";2008;45 boulevard Vincent Auriol;75013;Paris;48.835406, 2.369898;http://www.kiolis.com;;;
Tiki'Labs;TikiʼLabs est spécialiste des interfaces et nouveaux usages sur Internet et sur mobile.;Entreprise;mobile;2006;15 rue Jean-Baptiste Berlier;75013;Paris;48.825661, 2.3835;http://www.tikilabs.com;Tikilabs;;http://www.facebook.com/pages/TikiLabs/302440850074
SocialInvest;Accompagnement et Financement des Projets Innovants. Membre de seineouestdigital.fr;Entreprise;;2008;10 rue Jean-Jacques Rousseau;92130;Issy les moulineaux;48.822832587, 2.26044858;http://www.socialinvest.fr/;;;
Recommerce Solutions;Recommerce Solutions™ is a leading provider of wireless device buyback and remarketing programs. We makes it easy to give used electronic equipment a second life by offering innovative technologies and services to collect and resell them.;Entreprise;"buyback;recommerce";2009;54 avenue Lénine;94250;Gentilly;48.816165153, 2.333405237;www.recommerce.com;recommerceFR;https://plus.google.com/111240514933552243956/about?gl=fr&hl=en;https://www.facebook.com/pages/Recommerce-Solutions/607120039318219
Aesma;Société dédiée au management des risques géo-économiques et géo-sécuritaires;Entreprise;;2009;37 rue des Mathurins;75008;Paris;48.873231, 2.3245846;http://www.aesma-group.com;;;
Sikanmar Interactive;Sikanmar conçoit et édite des produits éducatifs pour la jeunesse, sur le thème de la connaissance du monde. Des Apps numériques, des Ebooks enrichis et des livres imprimés interactifs. Une véritable collection transmédia : Jo et Moi autour du monde.;Entreprise;;2009;26 rue Voltaire;92800;Puteaux;48.878809997, 2.24096;http://www.joetmoi.com;joetmoi;;http://www.facebook.com/joetmoi
Work In' Paris;Work In' Paris est un espace de coworking ouvert aux entrepreneurs et startups de tout horizon afin de favoriser les échanges et le partage.;Tiers-lieu;"coworking;bureau;partager";2012;20 rue Jean-Baptiste Pigalle;75009;Paris;48.879051, 2.33321;http://www.workinparis.com;workinparis;;https://www.facebook.com/WorkInParis
EADS;;Entreprise;;1987;37 boulevard De Montmorency;75016;Paris;48.8532515, 2.2626905;;;;
eForSports;eForSports est la première agence de services et conseil spécialisée en billetterie. Notre équipe d’experts guide et accompagne les organisateurs d’événements sportifs ou culturels dans la conception et le déploiement de leur stratégie billetterie.;Prestataire;;2011;110 rue des Poissonniers;75018;Paris;48.8726189283, 2.33562469482;http://www.eforsports.fr;eForSports;;https://www.facebook.com/eForSports.community
ISART Digital;ISART Digital est l'école des métiers du jeu vidéo et du film 3D.;École;"jeuvideo;audiovisuel";2001;2 rue de la Roquette;75011;Paris;48.85334, 2.3704;http://www.isartdigital.com;ISARTDIGITAL;;https://www.facebook.com/pages/ISART-DIGITAL-Officiel/382641550265
ParisTech Entrepreneurs;L'incubateur ParisTech Entrepreneurs est un organisme d'accompagnement qui soutient la création d'entreprises TIC innovantes.;Incubateur;"hebergement;coaching";;9 rue Dareau;75014;Paris;48.831581, 2.33838;http://entrepreneurs.telecom-paristech.fr;IncubParisTech;;https://www.facebook.com/pages/Incubateur-T%C3%A9l%C3%A9com-ParisTech-Eurecom-Entrepreneurs/421796347832607
Zenika;Cabinet d'architecture informatique, de formation, de conseil et de réalisation dans les technologies Java / JEE.;Entreprise;opensource;2006;10 rue de Milan;75009;Paris;48.8789055, 2.3286662;http://www.zenika.com;@zenikaIT;;
NeuillyLab;NeuillyLab est un espace de travail, d’échanges et d’animation économique dédié aux créateurs d’entreprises qui apporte des services de conseil et d’accompagnement aux porteurs de projets.;Incubateur;"hebergement;accompagnement";;171 avenue Charles de Gaulle;92200;Neuilly-sur-Seine;48.883652, 2.2631;http://www.neuillylab.com;Neuillylab;;https://www.facebook.com/pages/NeuillyLab/130920053601555
La Manufacture;Alternative au travail à domicile, au café ou en bibliothèque, La Manufacture est un espace de coworking qui propose des espaces de travail et de rencontres aux auteurs (scénaristes, écrivains, auteurs jeunesse, traducteurs, etc).;Tiers-lieu;coworking;2010;100 rue de Charenton;75012;Paris;48.847759, 2.37702;http://la-manufacture.tumblr.com;;;https://www.facebook.com/pages/La-Manufacture/151257858237420
My Little Paris;Groupe média de newsletters créé en 2008, My Little Paris est une start-up qui rassemble aujourd’hui une équipe de 50 personnes et une communauté de 1 000 000 d’abonnés sur l’ensemble de ses déclinaisons.;Entreprise;;2008;13 boulevard Rochechouart;75009;Paris;48.8726189283, 2.33562469482;http://www.mylittleparis.com;My_Little_Paris;;https://www.facebook.com/mylittleparis?ref=ts&fref=ts
Geny Mobile;GENYMOBILE est spécialisée en conseil et ingénierie en technologie mobile à destination des grands comptes et industriels.;Entreprise;"opensource;telecoms";2011;41 rue Meslay;75003;Paris;48.8680624, 2.3583835;;;;
Agora plus;Agora Plus est un éditeur de logiciels qui propose des solutions full web aux collectivités locales.;Entreprise;"logiciel;collectivites";2005;15 rue Jean-Baptiste Berlier;75013;Paris;48.825661, 2.3835;http://www.agoraplus.fr;;;
Civitec;Pro-SiVIC™, a platform for modelling and simulation of multi-frequency environment and multi-technology sensors.;Entreprise;transport;2008;25, Allée des Marronniers, Satory, Parc d'Activités;78000;Versailles;48.801408, 2.130122;http://www.civitec.com;;;
M2M;MDS développe un environnement d’aide à la conception de plateformes matérielles et au contrôle de flot (interoperabilité de outils entrant en jeu dans la création des systèmes électroniques).;Entreprise;ocds;2003;1, rue de Terre Neuve;91940;Les Ulis;48.6900093, 2.203058;http://www.m2m-ndt.com;;;
Mobiquithings;Mobiquithings et un opérateur mobile dédié à la connectivité M2M.;Entreprise;"mobile;telecoms;M2M";2010;15 rue Jean-Baptiste Berlier;75013;Paris;48.825661, 2.3835;http://www.mobiquithings.com;;;
ETNA;L'Ecole des Technologies Numériques Appliquées est le département alternance de l’EPITECH qui forme des spécialistes informatiques.;École;"ingenieur;informatique;alternance";2004;15 rue Maurice Grandcoing;94200;Ivry sur Seine;48.813671, 2.39258;http://www.etna-alternance.net;etnaalternance;https://plus.google.com/115139017339109346108;https://www.facebook.com/ecole.etna
Masa Group;Editeur de logiciel, fournisseur de technologies innovantes dans le domaine de la simulation des comportements des acteurs et facteurs humains.;Entreprise;securite;1997;8, rue de La Michoderie;75002;Paris;48.8699139, 2.335448;http://www.masagroup.net;;;
Pearltrees;Pearltrees est une plate-forme de curation par centres d'intérêts qui permet de collectionner, d'organiser et de partager les contenus que vous aimez sur le web.;Entreprise;"curation;web";2009;94 avenue Ledru Rollin;75012;Paris;48.851711, 2.37636;http://www.pearltrees.com;pearltrees;https://plus.google.com/+pearltrees;https://www.facebook.com/pearltrees
Apocope;Apocope est une agence marketing spécialisée internet et mobile.;Prestataire;"marketing;internet;mobile";2000;93 rue Vieille du Temple;75003;Paris;48.86005, 2.361;http://www.apocope.com;AgenceApocope;;
Ingenico;;Entreprise;securite;1980;11 rue Curie;92150;Suresnes;48.879141, 2.2348539;;;;
La Petite Etoile;La Petite Etoile est le spécialiste du Business Plan et de la levée de fonds. Optez pour un Business Plan personnalisé ou bien pour l'un des outils BP de notre boutique en ligne !;Prestataire;"businessplan;leveedefonds";2011;10 rue du faubourg poissonnière 75010 Paris;75010;PARIS;48.8710523088, 2.34791994095;http://www.lebusinessplan.fr/;la_petiteetoile;https://plus.google.com/u/0/113054029288574118954/posts;https://www.facebook.com/lebusinessplan
Jolicloud;Jolicloud est une application qui permet d'unifier et d'accéder à tous vos contenus stockés dans le cloud.;Entreprise;"cloudcomputing;personalcloud";2009;23 rue de Cléry;75002;Paris;48.86813, 2.34663;http://www.jolicloud.com;jolicloud;https://plus.google.com/+jolicloud;https://www.facebook.com/jolicloud
Voluntis;Voluntis est un éditeur de logiciels médicaux. La société conçoit des solutions web et mobile de suivi et d’accompagnement des patients au service des organisations de santé.;Entreprise;"ocds;sante;telemedicine";2001;58 avenue de Wagram;75017;Paris;48.8791249, 2.2991445;http://www.voluntis.com;;;
Leetchi;Leetchi est un service web gratuit et sécurisé qui permet de récolter de l'argent à plusieurs.;Entreprise;"paiement;groupe";2009;1 cité Paradis;75010;Paris;48.874981, 2.34965;http://www.leetchi.com;leetchiweb;;https://www.facebook.com/leetchi
Dictao;Architecte et bâtisseur de systèmes de confiance, Dictao s’est spécialisé sur les problématiques techniques liées à la sécurité des systèmes d’informations et à la dématérialisation des flux.;Entreprise;securite;1994;152, avenue de Malakoff;75116;Paris;48.8763556, 2.2837539;http://www.dictao.com;;;
5e Rue;5e Rue est un agenceur digital qui conseille et accompagne les entreprises et les institutions sur les enjeux d'image, de business et d'organisation soulevés par le web social.;Prestataire;"websocial;technologie;innovation";2010;36 rue Sedaine;75011;Paris;48.85672, 2.37418;http://www.5erue.com;5erue;https://plus.google.com/106826478280245133986;http://www.facebook.com/5eRue
Picogiga International;Leader mondial dans la génération et la production de materiaux semi-conducteur d'extrémes performances, au cœur des enjeux de l'electronique et de l'énérgie;Entreprise;"securite;telecoms";2003;Place Marcel RebuffatParc de Villejust Cedex;91971;Villejust;48.682353, 2.236585;http://www.picogiga.com;;;
Weblib;Fournit des solutions digitales clé en main pour les points de vente: conseil en stratégie digitale, développement d'applications, instalation de matériel, maintenance.;Prestataire;;2009;37 rue Traversière;92100;Boulogne-Billancourt;48.8245979, 2.2433205;http://www.weblib.fr/;weblib;;
Les Colis du Boucher;Les Colis du Boucher sont nés d’une envie simple et gourmande : manger de la viande de qualité à un prix raisonnable. Une solution : se regrouper entre consommateurs pour acheter directement aux éleveurs garantissant ce plaisir.;Entreprise;;2010;82 rue de Rome;75008;Paris;48.881207, 2.320952563;http://www.lescolisduboucher.com;;;
INTENCITY;L'hébergement de petites entreprises au sein des Plateformes Urbaines d'Accès aux Marchés, formations  et conseil au développement d'entreprises, et aux outils internet orientés vers le développement des capacités des entrepreneurs.;Tiers-lieu;;2006;31 rue de Reuilly 75012 Paris;;;48.847710951, 2.386526593;http://www.intencity.fr;intencity_fr;;https://www.facebook.com/intencity.fr
Université Paris Nord Paris 13;;École;opensource;1970;99 avenue Jean-Baptiste Clément;93430;Villetaneuse;48.9559156, 2.3388116;http://www-lipn.univ-paris13.fr;;;
Fidzup;Fidzup est spécialisée dans la création de solutions de marketing et de publicité sur mobile pour l’espace de vente.;Entreprise;"marketing;mobile;pointdevente";2011;110 rue des Poissonniers;75018;Paris;48.893959, 2.35278;http://www.fidzup.com;fidzup;;https://www.facebook.com/FidzUp
Optopartner;Logiciels à façon de calcul scientifique;Entreprise;;2003;2 rue Stephenson;78180;Montigny Le Bretonneux;48.7875908, 2.0472241;http://www.optopartner.com;;;
Leg & Si;Leg&si propose une démarche et un outil permettant de mieux identifier le besoin fonctionnel et de mieux l'exprimer.;Entreprise;;2005;1, rue Albert Einstein Cité Descartes - Champs sur Marne;77437;Marne La Vallee Cedex 02;48.859167, 2.598611;http://www.legsi.fr/;;;
Ulule;Ulule est une plateforme de financement participatif qui permet de découvrir et de financer des projets et des produits originaux.;Entreprise;"crowdfunding;economiecollaborative";2010;24 rue de l'Est;75020;Paris;48.871109, 2.393599;http://www.ulule.com;ululeFR;;http://www.facebook.com/ulule
DAF Conseil;Le partenaire privilégié des acteurs de la RÉPARATION AUTOMOBILE;Entreprise;transport;2006;Zi La Marinière - 6 rue Bernard Palissy,Immeube Motet - Lot A;91070;Bondoufle;48.612707, 2.376663;http://www.dafconseil.com/;;;
Reunik;Reunik est un service d'album photo communautaire qui permet de réunir vos photos et celles de vos amis et de créer un album personnalisé pour impression.;Entreprise;"photo;impression";2011;15 rue Sextius Michel;75015;Paris;48.850929, 2.28864;http://www.reunik.com;reunik;;https://www.facebook.com/reunik
entreprise-facile;CRM et facturation sur le cloud pour TPE et PME;Prestataire;"crm;erp;cloud";2007;16 rue de la Comète;75007;Paris;48.858729996, 2.309120005;http://www.entreprise-facile.com;facile_features;;https://www.facebook.com/communautedesentrepreneurs
ESSEC Ventures;Essec Ventures permet aux étudiants qui ont un projet de création d’entreprises d'accèder à du coaching, à des bureaux et à un soutien logistique et administratif.;Incubateur;"coaching;hebergement;accompagnement";;Avenue Bernard Hirsch;95000;Cergy;49.033215, 2.078779;http://www.essec.fr/lessec/essec-ventures/;essecventures;;
Johnson Controls Automotive Electronics;;Entreprise;transport;1996;10 avenue de l'Entreprise Cedex;95892;Cergy;49.0417106, 2.0308052;http://www.johnsoncontrols.com;;;
Thomson Broadcast;Thomson Broadcast SAS fabrique des systèmes de transmission numérique pour la télévision et de radiodiffusion.;Entreprise;telecoms;2008;1, rue de l'Hautil;78702;Conflans-Sainte-Honorine;48.982788, 2.0571286;http://www.thomson-broadcast.com;;;
Lynkware;Lynkware est spécialisée dans les technologies et solutions de marketing mobile.;Entreprise;"marketing;mobile";2008;1 rue Albert Einstein;77420;Champs sur Marne;48.83649, 2.586675;http://www.lynkware.com;;;
The Floating Stone;Agence web spécialisée dans le développement d'applications (web, facebook, iphone/ipad);Entreprise;;2007;5;rue Dante - 75005 Parus;;48.851233357, 2.346720639;http://thefloatingstone.com;tfs_agency;;https://www.facebook.com/TheFloatingStone
ENS Cachan;;Entreprise;"securite;opensource;ocds";1983;61, avenue  du President Wilson Cedex;94230;Cachan;48.7891043, 2.325316;http://www.cmla.ens-cachan.fr;;;
The Bike Washer;The Bike Washer est la seule application mobile qui permet de faire nettoyer son deux-roues motorisé (scooter ou moto) sur son lieu de stationnement sans avoir à être présent.;Entreprise;;2013;78;Rue de saussure 75017 Paris;;48.886385558, 2.313544958;http://www.thebikewasher.com;thebikewasher;;https://www.facebook.com/pages/The-Bike-Washer/571153072937004
Mia-Software;Mia-Software est un éditeur de logiciels spécialisés dans les approches Model-Driven pour l’industrialisation du cycle de vie des applications.;Entreprise;ocds;2004;25 rue La Boétie;75008;Paris;48.8739247, 2.3163603;http://www.mia-software.com;;;
Neo Telecoms;Opérateur de fibre optique, d’hébergement et de services IP, Neo Telecoms possède le plus gros réseau de fibre optique dédié aux entreprises en région Parisienne, ainsi que son propre backbone MPLS.;Entreprise;telecoms;1999;21 rue Poissonnière;75002;Paris;48.8694361, 2.3477983;http://www.neotelecoms.com;;;
talkSpirit;talkSpirit est un éditeur de réseaux sociaux d'entreprise et de plateformes communautaires destinés à améliorer la performance des organisations par la collaboration.;Entreprise;"rse;reseausocial;collaboration";2004;3 rue Danton;92240;Malakoff;48.82233, 2.30083;http://www.talkspirit.com;talkSpirit;;https://www.facebook.com/pages/talkSpirit/37843509570
EMC Corporation;EMC Corporation accompagne les entreprises et les fournisseurs de services dans la transformation de leurs opérations et les aide à gérer l’informatique en tant que service.;Entreprise;informatique;1979;80 quai Voltaire;95876;Bezons;48.922798, 2.22014;http://france.emc.com;EMCFrance;https://plus.google.com/106680294390454326955;https://www.facebook.com/france.emc
Vocal Apps;Nous développons des solutions de dialogue vocal pour faire parler les machines.;Entreprise;;2012;24 rue de l'Est;75020;Paris;48.871087236, 2.393412684;http://www.vocal-apps.com;vocal_apps;;http://www.facebook.com/VocalApps
Netysoft;Solutions web et mobile pour e-commerce. Membre de seineouestdigital.fr;Entreprise;"CRM;mobile;opensource";1997;664 Avenue Roger Salengro;92370;Chaville;48.815250494, 2.193502453;http://www.netysoft.com/;;;
Blue Factory;Blue Factory est l'incubateur de startups d'ESCP Europe dans lequel une trentaine d’entrepreneurs travaillent tous les jours pour créer demain.;Incubateur;"ecole;startups";2003;81 avenue de la République;75011;Paris;48.863949, 2.38142;http://www.blue-factory.eu;BlueFactory_;;https://www.facebook.com/BlueFactoryESCP
Knowledge Inside;Knowledge Inside (KI) apporte aux fabriquants et intégrateurs de systèmes électroniques embarqués une offre unique de services outillée pour la conception d’architecture fonctionnelle, leur évaluation, leur optimisation, leur validation et leur diagnostic.;Entreprise;"transport;ocds";2006;7B, rue Jean Mermoz;78000;Versailles;48.7967863, 2.1445656;http://www.k-inside.com;;;
Cisco Systems;Cisco Systems est une entreprise informatique qui vend du matériel réseau (routeur et commutateur ethernet) et des serveurs.;Entreprise;"equipement;informatique";1984;11 rue Camille Desmoulins;92782;Issy-les-Moulineaux;48.830471, 2.26571;http://www.cisco.com;CiscoSystems;https://plus.google.com/+CiscoSystems;https://www.facebook.com/pages/Cisco-Systems/112463015433208
Chronodisk;Récupération de données. Membre de seineouestdigital.fr.;Entreprise;;2001;20 rue louis armand;75015;paris;48.833110741, 2.27767992;http://www.chronodisk-recuperation-de-donnees.fr;;;
TacTill;TacTill transforme l'iPad en caisse enregistreuse et permet aux commerçants d'encaisser partout.;Entreprise;;2011;147 Avenue Henri Ginoux 92120 Montrouge;;;48.8726189283, 2.33562469482;http://www.tactill.com;tactillup;;http://www.facebook.com/tactill
Ateliers Laumonier;Les Ateliers LAUMONIER ont un savoir-faire en mécanique de précision, en électronique et en informatique nous permet de vous accompagner tout au long de la vie de vos produits.;Entreprise;transport;1963;11 rue de Chenival;95690;Nesles-La-Vallee;49.1245568, 2.1716832;;;;
Tharsis Software;Tharsis Software développe des logiciels permettant de communiquer par le biais d'interfaces innovantes : écrans tactiles, multitouch, projection interactive.;Entreprise;interfaces;2006;15 rue Jean-Baptiste Berlier;75013;Paris;48.825661, 2.3835;http://www.tharsis-software.com;TharsisSoftware;;https://www.facebook.com/pages/Tharsis-Software-Tharsis-Evolution/19968548840
Neotilus;Neotilus est la filiale d’applications industrielles du groupe Degetel, un des leaders de l’intégration de solutions en Nouvelles technologies.;Entreprise;"transport;telecoms";2003;46 avenue du General Leclerc;92100;Boulogne-Billancourt;48.8324955, 2.2392489;;;;
Doranco Espace Multimédia;Doranco Espace Multimedia est organisme de formation en informatique et multimédia et école supérieure des technologies créatives.;École;"multimedia;informatique";1992;10 rue Planchat;75020;Paris;48.852482, 2.39901;http://www.doranco.fr;CentreDoranco;;https://www.facebook.com/pages/Centre-Doranco-Espace-Multim%C3%A9dia/186910981344854
Parrot;Parrot est un fournisseur de périphériques sans fil pour téléphones mobiles.;Entreprise;"mobile;sansfil;ardrone";1994;174 quai de Jemmapes;75010;Paris;48.87896, 2.36721;http://www.parrot.com;ardrone;;https://www.facebook.com/Parrot
3S Informatique;3S Informatique intervient dans la conception, le développe- ment, l'exploitation et la maintenance de solutions informatiques.;Entreprise;ocds;2004;5, rue Ernest Renan;92130;Issy-Les-Moulineaux;48.8296712, 2.2839327;http://www.3s-informatique.com;;;
Faveod;Faveod Designer est une solution industrielle pour produire des applications web de qualité et parfaitement spécifique.;Entreprise;"apps;designer";2007;71 avenue Kléber;75016;Paris;48.865601, 2.28926;http://www.faveod.com;;;
Inno3;Société de conseil et d'expertise en innovation et gestion de la propriété intellectuelle, inno³\\naccompagne l’adoption des nouveaux usages tels que l'Open Source, l’Open Data et l'Open Innovation.;Entreprise;opensource;2011;105 rue de La Fayette;75010;Paris;48.877697, 2.3505648;http://inno3.fr;;;
Geolocaux;Geolocaux réinvente la recherche de locaux professionnels, avec une interface cartographique et des annonces géolocalisées.;Entreprise;;2012;21 avenue de Messine;75008;Paris;48.87695, 2.311710001;http://www.geolocaux.com;Geolocaux;;https://www.facebook.com/Geolocaux
Université Paris Sud 11;;École;"transport;securite;opensource";1975;Université Paris-Sud – Bât.220 Centre scientifique d'Orsay Cedex;91405;Orsay;48.7067837, 2.1775674;http://www.u-psud.fr/fr/index.html;;;
Mediameeting;Créateur de radio d'entreprises. Membre de seineouestdigital.fr;Entreprise;;2010;9, rue Auguste Gervais;92130;issy les moulineaux;48.823538929, 2.273120028;http://www.mediameeting.fr/;;;
Siveo;Les solutions développées par SIVEO permettent de créer, manager et utiliser les différents moteurs de virtualisation depuis une interface unique qui simplifie et centralise les infrastructures de virtualisation.;Entreprise;;2008;43 rue Royale;77300;Fontainebleau;48.4054664, 2.6871752;http://www.siveo.net/;;;
Commerce Guys;Commerce Guys propose des solutions pour le ecommerce basées sur Drupal.;Entreprise;"ecommerce;drupal;opensource";2008;38 rue du Sentier;75002;Paris;48.870628, 2.34659;http://www.commerceguys.com;CommerceGuys;;https://www.facebook.com/commerceguys
kXen;kXen fournit des solutions pour opérer des prédictions analytiques à partir des big data.;Entreprise;"bigdata;datamining;stats";1999;25 quai Gallieni;92150;Suresnes;48.870461, 2.231742;http://www.kxen.com;kxen;;http://www.facebook.com/InfiniteInsight
Synomia;Synomia propose des solutions de recherche et de navigation performantes et innovantes qui s'appuient sur une technologie exclusive d'analyse sémantique.;Entreprise;"semantique;moteurderecherche";2000;3 rue Nationale;92100;Boulogne-Billancourt;48.824134, 2.244756;http://www.synomia.com;Synomia_France;;http://www.facebook.com/pages/SYNOMIA/140609536023907
Webistem;Webistem met à la disposition des communautés scientifiques une gamme d’outils de travail clé en main, accessibles en ligne.;Entreprise;opensource;2005;26 rue Pierre Sémard;92320;Châtillon;48.8033174, 2.2932976;http://webistem.com/;webistem;;
Bird Office;Bird Office permet aux entreprises de mettre à disposition leurs espaces disponibles (salle de réunion, bureaux,...) pour des professionnels.\\\\\\\\nAinsi vous :\\\\\\\\n- bénéficiez d'un complément de revenu\\\\\\\\n- obtenez de nouvelles opportunités de Networking.;Entreprise;;2013;29 Boulevard Lannes;75116;Paris;48.867318153, 2.272245232;http://www.bird-office.com;Bird_Office;https://plus.google.com/103963351843836344988/posts;https://www.facebook.com/BirdOffice
Gobelins;Gobelins forme aux métiers de l'image, de la communication visuelle et digitale (photographie, communication et industries graphiques, cinéma d'animation, vidéo, multimédia, jeu vidéo);École;"image;multimedia;jeuvideo";1963;73 boulevard Saint-Marcel;75013;Paris;48.83738, 2.35356;http://www.gobelins.fr;gobelins_paris;;https://www.facebook.com/pages/Gobelins-l%C3%A9cole-de-limage-Page-officielle/192189250821572
